fen                                                                   ,line                                                ,depth ,knodes    ,cp      ,mate
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,f6e4 c4f7 e8f7 c3e4 h8f8 e1h1 f7g8 h2h3 h7h6 c1e3   ,   25 ,    46537 ,44.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,f6e4 c4f7 e8f7 c3e4 h8f8 e1h1 f7g8 h2h3 h7h6 c1e3   ,   25 ,    46537 ,44.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,b8c6 d4d5 c6b8 a2a4 c7c6 h2h3 e8h8 c1e3 c6d5 e4d5   ,   25 ,    46537 ,47.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,b8c6 d4d5 c6b8 a2a4 c7c6 h2h3 e8h8 c1e3 c6d5 e4d5   ,   25 ,    46537 ,47.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,e8h8 c4b3 b8c6 h2h3 b7b6 e1h1 c6a5 e4e5 f6e8 c1f4   ,   24 ,    35340 ,23.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,f6e4 c4f7 e8f7 c3e4 h8f8 h2h4 d8e8 h4h5 f7g8 h5h6   ,   24 ,    35340 ,42.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,f6e4 c4f7 e8f7 c3e4 h8f8 h2h4 d8e8 h4h5 f7g8 h5h6   ,   24 ,    35340 ,42.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,b8c6 d4d5 c6b8 e1h1 e8h8 a2a4 c7c6 h2h3 b7b6 f3d4   ,   24 ,    35340 ,43.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,b8c6 d4d5 c6b8 e1h1 e8h8 a2a4 c7c6 h2h3 b7b6 f3d4   ,   24 ,    35340 ,43.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,c7c6 c4b3 b7b5 a2a3 e8h8 h2h3 b8a6 e1h1 a6c7 e4e5   ,   24 ,    35340 ,47.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,c7c6 c4b3 b7b5 a2a3 e8h8 h2h3 b8a6 e1h1 a6c7 e4e5   ,   24 ,    35340 ,47.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,a7a6 d1e2 c7c6 e4e5 f6d5 e5d6 d8d6 e1h1 e8h8 c4b3   ,   24 ,    35340 ,56.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,a7a6 d1e2 c7c6 e4e5 f6d5 e5d6 d8d6 e1h1 e8h8 c4b3   ,   24 ,    35340 ,56.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,d7c6 c3d5 e7e5 f4e5 g4e5 f1f6 c8d8 d2e3 h5h4 d5f4   ,   31 ,    77434 ,37.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,b7b5 c3d5 d7c6 c2c3 c8b8 e2g4 h5g4 d5e3 h8h2 f4f5   ,   24 ,    12912 ,38.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,d7c6 a2a4 f8g7 b2b4 h8e8 a4a5 c8c7 d4c4 c7c8 c3d5   ,   24 ,    12912 ,40.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,d7c6 b2b3 f8g7 a2a4 f7f5 e2d3 f5e4 d3e4 h8f8 g2g3   ,   22 ,    31336 ,37.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,b7b5 c3d5 d7c6 c2c3 c8b8 a2a3 a6a5 b2b4 e7e5 d4d3   ,   22 ,    31336 ,46.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,a6a5 a2a3 d7c6 b2b4 a5b4 a3b4 f8g7 b4b5 c6d7 c3a4   ,   22 ,    31336 ,60.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,d7c6 b2b4 f8g7 a2a4 h8e8 b4b5 a6b5 a4b5 c6d7 c3a4   ,   21 ,    32680 ,35.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,b7b5 a2a3 d7c6 c3d5 f7f5 g5f6 g4f6 d5f6 e7f6 d4d6   ,   21 ,    32680 ,43.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,c8d8 a2a4 a6a5 e2b5 f8g7 b5d7 d8d7 d4d5 b7b6 d5b5   ,   21 ,    32680 ,53.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,a6a5 a2a3 c8d8 b2b4 a5b4 a3b4 f8g7 b4b5 f7f6 c3d5   ,   21 ,    32680 ,55.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,d7c6 c3d5 e7e5 d4b4 e5f4 e2g4 h5g4 f1f4 c6d5 e4d5   ,   19 ,    19915 ,53.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,b7b5 a2a3 d7c6 c3d5 e7e5 d4d3 e5f4 e2g4 h5g4 f1f4   ,   19 ,    19915 ,66.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,a6a5 a2a3 f8g7 f4f5 g6f5 e4f5 e7e5 f5e6 d7e6 f1f4   ,   19 ,    19915 ,81.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,c8e8 a2a4 f8g7 d4b4 d7c6 b4b6 a6a5 e2b5 e8b8 b2b3   ,   19 ,    19915 ,91.0    ,
2r2k1r/1p1bpp2/p2p2p1/6Pp/3RPPn1/2N5/PPPKB1P1/5R2 b - -               ,c8d8 a2a4 f8g7 c3d5 e7e5 d4b4 d7c6 d5e7 a6a5 e7c6   ,   19 ,    19915 ,93.0    ,
k7/p3Q3/b1r3q1/3p1p2/3B1P2/P7/2P2RP1/2K5 b - -                        ,a6b7 e7d7 c6c8 c1d2 c8e8 g2g3 e8c8 d7a4 a7a6 a4b3   ,   23 ,     2027 ,149.0   ,
6k1/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 b - -                         ,g8h8 f7f8 e7f8 f1f8                                 ,   99 ,      309 ,        ,2.0
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,h4g5 f6d5 c3d5 e6d5 e5d6 e8h8 d1d5 f8f2 d6d7 a8d8   ,   24 ,    12959 ,164.0   ,
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,h4g5 f6d5 c3d5 e6d5 e5d6 e8h8 d1d5 f8f2 d6d7 a8d8   ,   22 ,    13464 ,141.0   ,
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,c1b1 g5h4 e5f6 h4f6 c3e4 a8d8 g1e1 e8f7 f2f3 g6g5   ,   22 ,    13464 ,-309.0  ,
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,b3d2 g5d2 d1d2 c6e5 g1e1 e8f7 d2e2 a8c8 f2f3 h8f8   ,   22 ,    13464 ,-501.0  ,
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,h4g5 f6d5 c3d5 e6d5 e5d6 e8h8 d1d5 e7d6 f2f3 a8d8   ,   18 ,     5358 ,179.0   ,
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,c1b1 g5h4 e5f6 h4f6 c3e4 e8a8 f2f3 g6g5 g1h1 d8f8   ,   18 ,     5358 ,-334.0  ,
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,b3d2 g5d2 d1d2 c6e5 g1e1 f6d5 c3e4 d5c7 e4g5 e5c6   ,   18 ,     5358 ,-524.0  ,
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,d1d2 g5d2 b3d2 c6e5 g1e1 f6d5 g2g3 d5c3 b2c3 h8f8   ,   18 ,     5358 ,-615.0  ,
r3k2r/1p2p3/p1nppnp1/4P1bp/7P/1NN5/PPP2PP1/2KR2R1 w kq -              ,f2f4 g5f4 c1b1 f4e5 c3e2 b7b5 g1e1 a8c8 e2d4 c6d4   ,   18 ,     5358 ,-664.0  ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,e1h1 d5e4 d3e4 d8d1 f1d1 f6e4 b1a3 f8e7 c1f4 f7f6   ,   42 ,   685241 ,0.0     ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,d1e2 f8e7 a2a4 e8h8 e4e5 f6d7 e1h1 a7a6 c2c3 a8b8   ,   42 ,   685241 ,0.0     ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,e1h1 h7h6 e4e5 f6d7 f1e1 f8e7 c2c4 e8h8 d1e2 a8b8   ,   40 ,  1314171 ,10.0    ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,d1e2 f8e7 e1h1 e8h8 a2a4 h7h6 e4e5 f6d7 c2c4 b7b6   ,   40 ,  1314171 ,3.0     ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,b1d2 f8e7 e1h1 h7h6 f1e1 e8h8 c2c3 d8c7 d3d4 c5d4   ,   40 ,  1314171 ,0.0     ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,e4d5 e6d5 e1h1 f8e7 d3d4 e8h8 b1c3 c8e6 c3e2 h7h6   ,   40 ,  1314171 ,-15.0   ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,b1c3 f8e7 e4d5 e6d5 d3d4 c8g4 c3e2 c5d4 e1h1 e7c5   ,   40 ,  1314171 ,-21.0   ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,d1e2 f8e7 e1h1 a7a6 a2a4 e8h8 c1f4 f6d7 c2c3 d5e4   ,   28 ,    70953 ,2.0     ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,e1h1 d5e4 d3e4 d8d1 f1d1 f6e4 b1a3 f8e7 f3e5 c6e5   ,   28 ,    70953 ,0.0     ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,e1h1 d5e4 d3e4 d8d1 f1d1 f6e4 b1a3 f8e7 f3e5 c6e5   ,   28 ,    70953 ,0.0     ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,b1d2 f8e7 e1h1 e8h8 f1e1 d8c7 e4d5 e6d5 d2f1 c7b6   ,   28 ,    70953 ,-9.0    ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,b1d2 f8e7 e1h1 e8h8 f1e1 d8c7 e4d5 e6d5 d2f1 c7b6   ,   28 ,    70953 ,-9.0    ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,e4d5 e6d5 e1h1 f8e7 f1e1 e8h8 c1f4 e7d6 f4d6 d8d6   ,   28 ,    70953 ,-13.0   ,
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -       ,e4d5 e6d5 e1h1 f8e7 f1e1 e8h8 c1f4 e7d6 f4d6 d8d6   ,   28 ,    70953 ,-13.0   ,
1R6/5ppk/4q1n1/b2pP1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1 b - -               ,e6e5 b8b5 a5c3 c1e3 e5e3 f2e3 d5d4 e3d4 c3d4 g1f1   ,   32 ,    17556 ,75.0    ,
1R6/5ppk/4q1n1/b2pP1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1 b - -               ,e6e5 b8b5 a5c3 c1e3 e5e3 f2e3 d5d4 e3d4 c3d4 g1f1   ,   23 ,    13394 ,80.0    ,
1R6/5ppk/4q1n1/b2pP1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1 b - -               ,a5c7 b8b7 c7e5 c1e3 h5h4 b7b6 e6e7 g3f1 e7c7 b6a6   ,   23 ,    13394 ,207.0   ,
1R6/5ppk/4q1n1/b2pP1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1 b - -               ,e6e5 b8b5 a5c3 c1e3 e5e3 f2e3 d5d4 e3d4 c3d4 g1f1   ,   21 ,    45040 ,134.0   ,
1R6/5ppk/4q1n1/b2pP1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1 b - -               ,a5c7 b8b7 e6e5 g3f1 e5d6 b7a7 d6d8 c2g6 h7g6 c1b1   ,   21 ,    45040 ,264.0   ,
1R6/5ppk/4q1n1/b2pP1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1 b - -               ,e6e7 b8b5 a5c7 b5d5 h7g8 c2g6 f7g6 c1e3 g8h7 g3e2   ,   21 ,    45040 ,338.0   ,
1R6/5ppk/4q1n1/b2pP1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1 b - -               ,a5c3 c2g6 e6g6 c1c3 h5h4 g3f1 g4e6 c3a3 g6g5 a3e3   ,   21 ,    45040 ,416.0   ,
1R6/5ppk/4q1n1/b2pP1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1 b - -               ,g4f3 g2f3 e6e5 b8b5 a5c7 c1e3 e5e3 f2e3 c7g3 b5d5   ,   21 ,    45040 ,512.0   ,
8/8/7R/8/1k2K3/8/8/Q7 w - -                                           ,h6b6 b4c5 a1d4                                      ,   99 ,      118 ,        ,2.0
5k2/7R/5PK1/6p1/8/8/8/r7 w - -                                        ,h7h8                                                ,   99 ,      147 ,        ,1.0
3Q2k1/5pbp/6p1/2Np4/1p6/1P5P/1q2r3/3R3K b - -                         ,g7f8 d8b8 b2c2 d1f1 c2c3 b8f8 g8f8 c5e6 e2e6 h1g2   ,   51 ,    12506 ,        ,-11.0
3Q2k1/5pbp/6p1/2Np4/1p6/1P5P/1q2r3/3R3K b - -                         ,g7f8 d8b8 b2c2 d1f1 c2c3 b8f8 g8f8 c5e6 e2e6 h1g2   ,   25 ,     8002 ,        ,-25.0
3Q2k1/5pbp/6p1/2Np4/1p6/1P5P/1q2r3/3R3K b - -                         ,e2e8 d8e8 g7f8 c5d7 b2g7 d7f8 g7f8 e8f8 g8f8 d1d5   ,   25 ,     8002 ,638.0   ,
8/6k1/6p1/8/1r3PPp/4RK1P/8/8 w - -                                    ,g4g5 b4b1 f3g4 b1g1 g4h4 g1f1 e3e4 g7h8 e4b4 h8g7   ,   33 ,     1748 ,332.0   ,
r2qk1nr/1p1nbpp1/2p1p1b1/p2pP1P1/P6p/1N1P1N1P/1PPB1PB1/R2Q1RK1 b kq - ,c6c5 f1e1 g6h5 c2c4 d5d4 d1e2 b7b6 e2e4 h5g6 e4c6   ,   17 ,     6267 ,0.0     ,
r2qk1nr/1p1nbpp1/2p1p1b1/p2pP1P1/P6p/1N1P1N1P/1PPB1PB1/R2Q1RK1 b kq - ,d8c7 d1e1 e7d8 b3d4 c7b8 e1e3 g8e7 a1e1 d8b6 e3f4   ,   17 ,     6267 ,0.0     ,
r2qk1nr/1p1nbpp1/2p1p1b1/p2pP1P1/P6p/1N1P1N1P/1PPB1PB1/R2Q1RK1 b kq - ,d8b6 f3d4 d7c5 b3a5 a8a5 b2b4 c5d7 d4e6 f7e6 b4a5   ,   17 ,     6267 ,9.0     ,
r2qk1nr/1p1nbpp1/2p1p1b1/p2pP1P1/P6p/1N1P1N1P/1PPB1PB1/R2Q1RK1 b kq - ,g6h5 d1e1 h5f3 g2f3 e7g5 d2a5 b7b6 a5c3 g5f4 g1h1   ,   17 ,     6267 ,14.0    ,
r2qk1nr/1p1nbpp1/2p1p1b1/p2pP1P1/P6p/1N1P1N1P/1PPB1PB1/R2Q1RK1 b kq - ,e7b4 d2b4 a5b4 d1d2 c6c5 d2f4 g8e7 f3h4 b7b6 f1e1   ,   17 ,     6267 ,20.0    ,
r1b2rk1/pp3ppp/2n1pn2/2b4q/2P5/2NB1N2/PP3PPP/R1BQ1RK1 w - -           ,c3e4 f8d8 d1e2 f6e4 d3e4 c8d7 c1f4 e6e5 a1d1 f7f6   ,   27 ,     9502 ,25.0    ,
r1b2rk1/pp3ppp/2n1pn2/2b4q/2P5/2NB1N2/PP3PPP/R1BQ1RK1 w - -           ,c3e4 f6e4 d3e4 f8d8 d1e2 c5d6 h2h3 d6c7 c1g5 f7f6   ,   19 ,    20871 ,28.0    ,
r1b2rk1/pp3ppp/2n1pn2/2b4q/2P5/2NB1N2/PP3PPP/R1BQ1RK1 w - -           ,f1e1 e6e5 c3e4 f6e4 d3e4 f8d8 d1b3 c5b4 e1d1 d8d1   ,   19 ,    20871 ,5.0     ,
r1b2rk1/pp3ppp/2n1pn2/2b4q/2P5/2NB1N2/PP3PPP/R1BQ1RK1 w - -           ,h2h3 f8d8 d1e2 b7b6 c3e4 f6e4 d3e4 c8b7 c1e3 c5e3   ,   19 ,    20871 ,0.0     ,
r2qk2r/ppp2ppp/2np1n2/4p3/1PBbP1b1/P1NP1P2/2P1N1PP/R1BQK2R b KQkq -   ,g4e6 c4e6 f7e6 e2d4 c6d4 e1h1 e8h8 c1e3 f6h5 a3a4   ,   17 ,     3998 ,30.0    ,
r2qk2r/ppp2ppp/2np1n2/4p3/1PBbP1b1/P1NP1P2/2P1N1PP/R1BQK2R b KQkq -   ,d4c3 e2c3 g4e6 e1h1 e8h8 c4e6 f7e6 c3e2 a7a6 c2c3   ,   17 ,     3998 ,39.0    ,
r2qk2r/ppp2ppp/2np1n2/4p3/1PBbP1b1/P1NP1P2/2P1N1PP/R1BQK2R b KQkq -   ,g4d7 e2d4 c6d4 e1h1 e8h8 c1e3 d7e6 f3f4 f6g4 e3d2   ,   17 ,     3998 ,42.0    ,
r2qk2r/ppp2ppp/2np1n2/4p3/1PBbP1b1/P1NP1P2/2P1N1PP/R1BQK2R b KQkq -   ,g4c8 c4b5 a7a5 e2d4 e5d4 c3e2 a5b4 e2d4 c8d7 b5c6   ,   17 ,     3998 ,59.0    ,
r2qk2r/ppp2ppp/2np1n2/4p3/1PBbP1b1/P1NP1P2/2P1N1PP/R1BQK2R b KQkq -   ,g4h5 e2d4 c6d4 c1e3 c7c6 e3d4 e5d4 c3e2 d6d5 c4b3   ,   17 ,     3998 ,108.0   ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,b5b4 b3a2 g5g6 d7b6 g6h5 a2b3 h5g5 b6d5 g5g4 b3a2   ,   55 ,   134173 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,b5b4 b3a2 f6f5 e4f5 g5f5 d7c5 e5e4 c5a6 b4b3 a2b3   ,   45 ,    11362 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,a3a2 b3a2 f6f5 e4f5 g5f5 d7c5 b5b4 a2b3 f5g5 b3c4   ,   45 ,    11362 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,a3a2 b3a2 f6f5 e4f5 g5f5 d7c5 f5g6 a2b3 g6g7 b3a3   ,   39 ,     5147 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,b5b4 b3a2 f6f5 e4f5 g5f5 d7c5 f5g5 c5d3 b4b3 a2b3   ,   39 ,     5147 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,f6f5 e4f5 a3a2 b3a2 g5f5 d7c5 f5g6 a2b3 g6g7 b3a3   ,   39 ,     5147 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,f6f5 e4f5 e5e4 b3a3 g5f5 d7c5 e4e3 c5b3 e3e2 b3d4   ,   33 ,     4338 ,-30.0   ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,b5b4 b3a2 f6f5 a2b3 g5g4 d7f6 g4f4 e4f5 f4f5 f6d5   ,   33 ,     4338 ,-30.0   ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,g5f4 b3a3 f4e4 d7f6 e4d4 a3b4 d4e3 b4b3 e3f3 b3a3   ,   33 ,     4338 ,-30.0   ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,a3a2 b3a2 f6f5 e4f5 e5e4 d7c5 g5f5 c5b3 e4e3 b3c1   ,   33 ,     4338 ,-30.0   ,
8/3N4/5p2/1p2p1k1/4P3/pK6/8/8 b - -                                   ,g5g4 d7f6 g4g5 f6d5 b5b4 b3a2 g5g4 d5b4 g4f4 b4d5   ,   33 ,     4338 ,-30.0   ,
2r2r1k/5R1p/pp6/8/2Pq1P2/3pP2P/P5P1/B1R3K1 w - -                      ,a1d4 h8g8 f7g7 g8h8 g7g5 f8f6 d4f6                  ,   99 ,     4671 ,        ,4.0
2r2r1k/5R1p/pp6/8/2Pq1P2/3pP2P/P5P1/B1R3K1 w - -                      ,a1d4 h8g8 f7g7 g8h8 g7g4 f8f6 d4f6                  ,   23 ,     4063 ,        ,4.0
2r2r1k/5R1p/pp6/8/2Pq1P2/3pP2P/P5P1/B1R3K1 w - -                      ,f7f8 c8f8 a1d4 h8g8 c1d1 b6b5 c4b5 a6b5 d1d3 g8f7   ,   23 ,     4063 ,682.0   ,
2r2r1k/5R1p/pp6/8/2Pq1P2/3pP2P/P5P1/B1R3K1 w - -                      ,a1d4 h8g8 f7g7 g8h8 g7g5 f8f6 d4f6                  ,   22 ,    17074 ,        ,4.0
2r2r1k/5R1p/pp6/8/2Pq1P2/3pP2P/P5P1/B1R3K1 w - -                      ,f7f8 c8f8 a1d4 h8g8 c1d1 f8c8 d1d3 c8c4 d3a3 a6a5   ,   22 ,    17074 ,681.0   ,
2r2r1k/5R1p/pp6/8/2Pq1P2/3pP2P/P5P1/B1R3K1 w - -                      ,f7d7 d4a1 c1a1 c8c4 d7d3 c4c2 a2a3 f8e8 a1f1 b6b5   ,   22 ,    17074 ,283.0   ,
7k/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -                          ,f7f8 e7f8 f1f8                                      ,   99 ,      302 ,        ,2.0
7k/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -                          ,f7f8 e7f8 f1f8                                      ,   22 ,     1148 ,        ,2.0
7k/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -                          ,a2a4 h7h6 a4b5 h8h7 b5b6 a5a4 f7f3 e7d8 f3e4 g7g6   ,   22 ,     1148 ,578.0   ,
7k/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -                          ,f7f8 e7f8 f1f8                                      ,   21 ,     7707 ,        ,2.0
7k/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -                          ,a2a4 h7h6 a4b5 a5a4 b5b6 h8h7 f7f3 e7d8 f3e4 h7g8   ,   21 ,     7707 ,554.0   ,
7k/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -                          ,d3d4 g7g6 g1h1 c5d4 c3d4 g6g5 h2h3 g5g4 h1h2 g4h3   ,   21 ,     7707 ,510.0   ,
7k/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -                          ,g1h1 h7h6 f7g6 d7c8 f1f7 e7f8 c3c4 b5c4 d3c4 h8g8   ,   21 ,     7707 ,478.0   ,
7k/3qbQpp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -                          ,h2h3 h7h6 f7g6 d7c8 g1h2 a5a4 f1f3 b5b4 c3b4 c5b4   ,   21 ,     7707 ,472.0   ,
r1bqk2r/ppp2ppp/2n5/2bnp3/2BP4/5N2/PPP2PPP/RNBQ1RK1 w kq -            ,d4c5 c8e6 f3g5 e8h8 g5e6 f7e6 b1c3 c6d4 c4d3 d8h4   ,   16 ,     3511 ,474.0   ,
r1bqk2r/ppp2ppp/2n5/2bnp3/2BP4/5N2/PPP2PPP/RNBQ1RK1 w kq -            ,c4d5 d8d5 b1c3 d5c4 d4c5 c8g4 f1e1 a8d8 d1e2 c4e2   ,   16 ,     3511 ,348.0   ,
r1bqk2r/ppp2ppp/2n5/2bnp3/2BP4/5N2/PPP2PPP/RNBQ1RK1 w kq -            ,d1e2 c5e7 d4e5 c6a5 c4d3 c8e6 f1d1 d8d7 c2c4 d5b4   ,   16 ,     3511 ,222.0   ,
r1bqk2r/ppp2ppp/2n5/2bnp3/2BP4/5N2/PPP2PPP/RNBQ1RK1 w kq -            ,f1e1 c5e7 c4d5 d8d5 b1c3 d5d6 d4d5 c6d4 f3d4 e5d4   ,   16 ,     3511 ,194.0   ,
r1bqk2r/ppp2ppp/2n5/2bnp3/2BP4/5N2/PPP2PPP/RNBQ1RK1 w kq -            ,f3g5 c5b6 d4e5 c8e6 g5e6 f7e6 d1h5 g7g6 h5h3 d8d7   ,   16 ,     3511 ,169.0   ,
8/8/3Q4/2K5/4k3/5b2/8/8 w - -                                         ,d6d4 e4f5 d4e3 f3e4 c5d4 e4b7 e3e5 f5g4 d4e3 b7c6   ,   59 ,    82847 ,        ,12.0
4R3/r4ppk/p2p3p/1p1P4/1P6/2PR3P/2r2PP1/6K1 b - -                      ,a6a5 b4a5 a7a5 d3f3 a5a7 e8b8 c2c1 g1h2 a7c7 b8b5   ,   48 ,    40715 ,0.0     ,
