fen                                                                   ,line                                                ,depth ,knodes    ,cp      ,mate
8/3B4/8/p4p1k/5P1p/Pb6/1P4P1/6K1 w - -                                ,g1h2 h5g4 d7c8 a5a4 c8d7 b3c2 d7c6 c2d1 c6e8 d1b3   ,   32 ,    38826 ,0.0     ,
8/3B4/8/p4p1k/5P1p/Pb6/1P4P1/6K1 w - -                                ,d7b5 h5g4 g1h2 a5a4 b5c6 b3d1 c6e8 d1b3             ,   32 ,    38826 ,0.0     ,
8/3B4/8/p4p1k/5P1p/Pb6/1P4P1/6K1 w - -                                ,d7e8 h5g4 g1h2 g4f4 h2h3 f4g5 e8b5 a5a4 b5e2 b3c2   ,   32 ,    38826 ,0.0     ,
r2qk2r/3n2p1/1pp1p3/3pPpb1/P2P1nBp/1NB4P/1PP2P2/R3QR1K w kq f6        ,e5f6 d7f6 c3d2 e8h8 d2f4 g5f4 e1e6 g8h8 g4f5 d8c7   ,   39 ,    47147 ,12.0    ,
r2qk2r/3n2p1/1pp1p3/3pPpb1/P2P1nBp/1NB4P/1PP2P2/R3QR1K w kq f6        ,e5f6 d7f6 c3d2 e8h8 d2f4 g5f4 e1e6 g8h8 g4f5 d8c7   ,   19 ,    16773 ,26.0    ,
r2qk2r/3n2p1/1pp1p3/3pPpb1/P2P1nBp/1NB4P/1PP2P2/R3QR1K w kq f6        ,g4f3 f4h3 h1h2 h3f4 a4a5 e8f7 c3d2 f4g6 f1g1 g5f4   ,   19 ,    16773 ,-34.0   ,
r2qk2r/3n2p1/1pp1p3/3pPpb1/P2P1nBp/1NB4P/1PP2P2/R3QR1K w kq f6        ,g4d1 f4h3 c3b4 g5f4 e1c3 c6c5 c3h3 c5b4 b3c1 f4c1   ,   19 ,    16773 ,-63.0   ,
r2qk2r/3n2p1/1pp1p3/3pPpb1/P2P1nBp/1NB4P/1PP2P2/R3QR1K w kq f6        ,g4e2 f4h3 h1h2 h3f4 c3d2 g5h6 c2c4 f4e2 e1e2 h6d2   ,   19 ,    16773 ,-79.0   ,
r2qk2r/3n2p1/1pp1p3/3pPpb1/P2P1nBp/1NB4P/1PP2P2/R3QR1K w kq f6        ,f1g1 f5g4 g1g4 e8h8 e1e3 f8f5 a1g1 g5h6 b3c1 g8h8   ,   19 ,    16773 ,-241.0  ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,a5c7 h2c7 d7c7 b8a8 c7e7 f2f3 g4d7 a8a7 h5h4 c2g6   ,   36 ,   117227 ,-76.0   ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,a5d8 f1g3 d8g5 c1b1 e2e8 b8b6 e8e6 b6e6 d7e6 g3f1   ,   31 ,   259744 ,-87.0   ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,a5c7 h2c7 d7c7 b8a8 c7e7 f2f3 g4d7 a8a5 e2e1 c1d2   ,   31 ,   259744 ,-51.0   ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,h5h4 f1e3 a5c7 h2c7 d7c7 c1b1 c7f4 c2g6 f7g6 e3g4   ,   31 ,   259744 ,-32.0   ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,a5c7 h2c7 d7c7 b8a8 c7e7 f2f3 g4d7 a8a7 h5h4 c2g6   ,   23 ,    68096 ,-85.0   ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,h5h4 c2g6 h7g6 f1e3 g4f5 b8h8 e2b2 h8b8 a5d8 e3f5   ,   23 ,    68096 ,-64.0   ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,a5d8 h2e5 g4f5 b8d8 d7d8 c2f5 e2a2 f1e3 a2b2 c1a1   ,   23 ,    68096 ,-60.0   ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,d7e6 f1e3 a5c3 c2g6 e6g6 c1c3 g6d3 c3b4 e2e3 g5g6   ,   23 ,    68096 ,0.0     ,
1R6/3q1ppk/6n1/b2p2Pp/2pP2b1/p1P5/P1B1rPPB/2Q2NK1 b - -               ,a5c3 c2g6 h7g6 c1c3 d7f5 h2g3 f5d3 c3d3 c4d3 g3f4   ,   23 ,    68096 ,3.0     ,
3r4/1p3k2/p1bPR3/5p2/2B2P1p/8/PP4P1/3K4 w - -                         ,d1e1 b7b5 c4b3 a6a5 a2a3 c6d7 e6e7 f7g6 e1f2 d7c8   ,   38 ,   158203 ,180.0   ,
3r4/1p3k2/p1bPR3/5p2/2B2P1p/8/PP4P1/3K4 w - -                         ,d1e1 b7b5 c4b3 a6a5 a2a3 c6d7 e6e7 f7f6 e1f2 d7c8   ,   32 ,   236440 ,176.0   ,
3r4/1p3k2/p1bPR3/5p2/2B2P1p/8/PP4P1/3K4 w - -                         ,e6e2 f7f8 e2d2 f8e8 c4e6 c6g2 d1e1 g2e4 e1f1 e8f8   ,   32 ,   236440 ,85.0    ,
3r4/1p3k2/p1bPR3/5p2/2B2P1p/8/PP4P1/3K4 w - -                         ,a2a3 b7b5 c4b3 f7g7 d1e1 c6g2 e1f2 h4h3 f2g1 g7f7   ,   32 ,   236440 ,25.0    ,
3r4/1p3k2/p1bPR3/5p2/2B2P1p/8/PP4P1/3K4 w - -                         ,d1c1 f7g7 c4d3 c6d5 e6e7 g7f6 e7h7 d5g2 h7h4 g2d5   ,   32 ,   236440 ,11.0    ,
3r4/1p3k2/p1bPR3/5p2/2B2P1p/8/PP4P1/3K4 w - -                         ,e6e7 f7f6 e7e6 f6g7 d1e2 c6g2 b2b4 g2c6 e2f2 c6d7   ,   32 ,   236440 ,10.0    ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,f6d7 d2f3 d4d6 f1d1 d6d1 a4d1 b8b7 d1a4 f8d6 c1f4   ,   26 ,    91144 ,348.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,e8e7 b7g2 e7d8 d2c4 b8b4 f1d1 b4a4 d1d4 f8d6 c4d6   ,   26 ,    91144 ,367.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,e8d8 f1d1 b8b7 d2c4 d4d1 a4d1 d8c8 c1e3 h7h5 c4e5   ,   26 ,    91144 ,485.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,f6d7 d2f3 d4d6 f1d1 d6d1 a4d1 b8b7 d1a4 f8d6 c1f4   ,   21 ,    57817 ,276.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,e8e7 b7f3 e6e5 d2c4 e5e4 f3g2 f5d7 a4c2 d7b5 b2b3   ,   21 ,    57817 ,343.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,e8d8 f1d1 f6d5 d2c4 d4e4 b7d5 e6d5 a4a7 b8c8 c4e3   ,   21 ,    57817 ,371.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,d4d7 b7c6 e6e5 c6d7 f6d7 d2c4 f8e7 c4e5 e7d6 c1f4   ,   21 ,    57817 ,557.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,f6d7 d2f3 d4d6 f1d1 b8b7 d1d6 f8d6 c1f4 b7b2 f3e5   ,   20 ,    36253 ,231.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,e8e7 b7g2 e7d8 d2f3 d4b6 f3e5 d8c8 e5f7 h8g8 c1e3   ,   20 ,    36253 ,314.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,e8d8 f1d1 b8b7 d2c4 d4d1 a4d1 d8c8 c1e3 f8e7 d1a4   ,   20 ,    36253 ,380.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,d4d7 b7c6 f8c5 c6d7 f6d7 d2c4 b8b4 a4c6 e8h8 b2b3   ,   20 ,    36253 ,537.0   ,
1r2kb1r/pBp2ppp/4pn2/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1 b k -             ,c7c6 b7c6 e8d8 d2c4 d4c5 c1e3 b8b4 e3c5 b4a4 c5f8   ,   20 ,    36253 ,593.0   ,
3r4/6k1/2bPR3/pp3p2/2B2P1p/P7/1P3KP1/8 w - -                          ,c4a2 c6d7 e6e7 g7f6 f2g1 d7c8 e7f7 f6g6 f7c7 g6h5   ,   28 ,   138760 ,337.0   ,
3r4/6k1/2bPR3/pp3p2/2B2P1p/P7/1P3KP1/8 w - -                          ,c4b3 a5a4 b3a2 c6d7 e6e7 g7f6 a2d5 d7c8 e7f7 f6g6   ,   28 ,   138760 ,301.0   ,
3r4/6k1/2bPR3/pp3p2/2B2P1p/P7/1P3KP1/8 w - -                          ,c4d3 c6d7 e6e7 g7f6 f2e3 d7e6 d3b5 d8d6 e7a7 d6d1   ,   28 ,   138760 ,287.0   ,
3r4/6k1/2bPR3/pp3p2/2B2P1p/P7/1P3KP1/8 w - -                          ,c4d3 c6d7 e6e7 g7f6 f2e3 d7e6 d3b5 d8d6 e7a7 d6d1   ,   24 ,    79816 ,222.0   ,
3r4/6k1/2bPR3/pp3p2/2B2P1p/P7/1P3KP1/8 w - -                          ,c4a2 c6d7 e6e7 g7g6 g2g3 h4g3 f2g3 g6f6 g3f2 d7c8   ,   24 ,    79816 ,207.0   ,
3r4/6k1/2bPR3/pp3p2/2B2P1p/P7/1P3KP1/8 w - -                          ,c4b3 c6d7 e6e7 g7f6 b3a2 d7c8 e7f7 f6g6 f7c7 g6f6   ,   24 ,    79816 ,163.0   ,
3r4/6k1/2bPR3/pp3p2/2B2P1p/P7/1P3KP1/8 w - -                          ,c4f1 g7f7 e6h6 f7g7 h6h4 d8d6 f2e3 c6d7 h4h3 b5b4   ,   24 ,    79816 ,106.0   ,
3r4/6k1/2bPR3/pp3p2/2B2P1p/P7/1P3KP1/8 w - -                          ,c4e2 g7f7 e6h6 f7g7 h6h4 d8d6 h4h3 d6d4 h3c3 c6e8   ,   24 ,    79816 ,103.0   ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c2c4 e7e6 b1c3 c7c6 g1f3 g8f6 e2e3 b8d7 d1c2 f8d6   ,   56 ,  4312232 ,23.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 c1g5 f8e7 e2e3 e8h8   ,   50 , 18865712 ,24.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,g1f3 e7e6 c2c4 g8f6 b1c3 f8e7 c1f4 e8h8 e2e3 b8d7   ,   50 , 18865712 ,16.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c1f4 c7c5 e2e3 c5d4 e3d4 c8f5 c2c4 e7e6 c4c5 b8c6   ,   50 , 18865712 ,0.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,e2e3 g8f6 c2c4 e7e6 g1f3 b7b6 f1d3 f8d6 e1h1 c8b7   ,   50 , 18865712 ,0.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,g2g3 c7c5 g1f3 g8f6 f1g2 c5d4 e1h1 e7e6 f3d4 e6e5   ,   50 , 18865712 ,0.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 c1g5 f8e7 e2e3 e8h8   ,   28 ,   106842 ,25.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,g1f3 g8f6 c2c4 e7e6 b1c3 f8e7 g2g3 b8d7 f1g2 e8h8   ,   28 ,   106842 ,17.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,g1f3 g8f6 c2c4 e7e6 b1c3 f8e7 g2g3 b8d7 f1g2 e8h8   ,   28 ,   106842 ,17.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,e2e3 e7e6 f1d3 c7c5 g1f3 g8f6 b2b3 f8e7 c1b2 c5d4   ,   28 ,   106842 ,7.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,e2e3 e7e6 f1d3 c7c5 g1f3 g8f6 b2b3 f8e7 c1b2 c5d4   ,   28 ,   106842 ,7.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c1f4 c7c5 e2e3 b8c6 g1f3 c8g4 c2c3 e7e6 d1b3 d8d7   ,   28 ,   106842 ,3.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c1f4 c7c5 e2e3 b8c6 g1f3 c8g4 c2c3 e7e6 d1b3 d8d7   ,   28 ,   106842 ,3.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,g2g3 c7c5 f1g2 c5d4 g1f3 g8f6 e1h1 h7h6 b2b3 e7e6   ,   28 ,   106842 ,1.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,g2g3 c7c5 f1g2 c5d4 g1f3 g8f6 e1h1 h7h6 b2b3 e7e6   ,   28 ,   106842 ,1.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4   ,   15 ,     5734 ,30.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,g1f3 g8f6 c2c4 c7c6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4   ,   15 ,     5734 ,30.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,g2g3 c7c5 f1g2 c5d4 g1f3 g8f6 e1h1 h7h6 f1e1 b8c6   ,   15 ,     5734 ,12.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,e2e3 g8f6 c2c4 e7e6 g1f3 f8e7 f1e2 e8h8 e1h1 b7b6   ,   15 ,     5734 ,11.0    ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c1f4 c7c5 e2e3 b8c6 g1f3 g8f6 d4c5 e7e6 f1d3 f8c5   ,   15 ,     5734 ,3.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,a2a3 g8f6 g1f3 e7e6 c2c4 f8e7 c4d5 e6d5 b1c3 b8c6   ,   15 ,     5734 ,3.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,b1d2 g8f6 e2e3 c8f5 c2c4 e7e6 g1f3 b8d7 d1b3 c7c5   ,   15 ,     5734 ,3.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,c2c3 e7e6 g1f3 c7c5 g2g3 b8c6 f1g2 g8f6 e1h1 c5d4   ,   15 ,     5734 ,1.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,h2h3 c7c5 e2e3 b8c6 g1f3 g8f6 c2c4 c8f5 c4d5 f6d5   ,   15 ,     5734 ,0.0     ,
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -              ,b1c3 g8f6 c1f4 a7a6 e2e3 e7e6 g1f3 c7c5 f1e2 f8e7   ,   15 ,     5734 ,-1.0    ,
r2k2r1/pppb1p1p/2p5/8/3Bn3/8/PPP2PPP/2KR1B1R b - -                    ,e4d6 f1d3 h7h6 h1g1 d8e7 f2f3 a8e8 g1e1 e7f8 g2g4   ,   28 ,   107734 ,158.0   ,
r2k2r1/pppb1p1p/2p5/8/3Bn3/8/PPP2PPP/2KR1B1R b - -                    ,f7f5 g2g3 d8e7 f1d3 e7f7 h1e1 g8e8 b2b3 e8e7 f2f3   ,   28 ,   107734 ,186.0   ,
r2k2r1/pppb1p1p/2p5/8/3Bn3/8/PPP2PPP/2KR1B1R b - -                    ,d7e6 f1d3 e4d6 d3h7 g8g2 h2h4 d8e7 h4h5 f7f6 d1e1   ,   28 ,   107734 ,187.0   ,
r2k2r1/pppb1p1p/2p5/8/3Bn3/8/PPP2PPP/2KR1B1R b - -                    ,e4d6 f1d3 h7h6 h1g1 d8e7 f2f3 d7f5 g1e1 e7f8 d3f1   ,   23 ,    68357 ,152.0   ,
r2k2r1/pppb1p1p/2p5/8/3Bn3/8/PPP2PPP/2KR1B1R b - -                    ,d7e6 f1d3 e4d6 d3h7 g8g2 h2h4 d8e7 h4h5 f7f6 d1e1   ,   23 ,    68357 ,165.0   ,
r2k2r1/pppb1p1p/2p5/8/3Bn3/8/PPP2PPP/2KR1B1R b - -                    ,h7h6 d4e3 h6h5 f1e2 e4d6 e2h5 g8g2 h5f3 g2g7 e3d4   ,   23 ,    68357 ,177.0   ,
r2k2r1/pppb1p1p/2p5/8/3Bn3/8/PPP2PPP/2KR1B1R b - -                    ,f7f5 d1e1 g8g6 h2h4 d7e6 h4h5 g6g8 f2f3 e4g3 e1e6   ,   23 ,    68357 ,180.0   ,
r2k2r1/pppb1p1p/2p5/8/3Bn3/8/PPP2PPP/2KR1B1R b - -                    ,c6c5 d4e3 b7b6 g2g3 e4d6 f1g2 a8b8 e3f4 d7g4 d1d2   ,   23 ,    68357 ,180.0   ,
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,a4e8 c8e8 e1e8                                      ,   99 ,      153 ,        ,2.0
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,e1e8 c8e8 a4e8                                      ,   99 ,      153 ,        ,2.0
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,e1e8 c8e8 a4e8                                      ,   44 ,   174580 ,        ,2.0
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,a4e8 c8e8 e1e8                                      ,   44 ,   174580 ,        ,2.0
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,e1a1 h7h6 h2h3 e8e7 a1d1 c8e8 g1h2 g8h8 a4c4 h8g8   ,   44 ,   174580 ,363.0   ,
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,a4e8 c8e8 e1e8                                      ,   38 ,    41529 ,        ,2.0
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,e1e8 c8e8 a4e8                                      ,   38 ,    41529 ,        ,2.0
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,e1a1 h7h6 h2h3 e8e7 g1h2 c8e8 a1d1 e7e6 d1d3 e6e4   ,   38 ,    41529 ,338.0   ,
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,e1b1 h7h6 h2h3 e8e7 b1d1 c8e8 g1h2 e7e6 d1d3 e6e4   ,   38 ,    41529 ,338.0   ,
2r1r1k1/5ppp/8/8/Q7/8/5PPP/4R1K1 w - -                                ,e1d1 c8d8 d1b1 h7h6 h2h3 e8e7 a4b4 d8e8 b1d1 g8h8   ,   38 ,    41529 ,338.0   ,
2r1r1k1/3Q1p2/7R/4N1p1/P4n2/1q5P/5PP1/4R1K1 w - -                     ,d7f5 f4g6 h6g6 f7g6 f5g6 g8h8 g6h5 h8g8 h5g5 g8h8   ,   40 ,    49490 ,        ,18.0
2r1r1k1/3Q1p2/7R/4N1p1/P4n2/1q5P/5PP1/4R1K1 w - -                     ,d7f5 f4g6 h6g6 f7g6 f5g6 g8h8 g6h6 h8g8 h6g5 g8h8   ,   26 ,   321250 ,        ,20.0
2r1r1k1/3Q1p2/7R/4N1p1/P4n2/1q5P/5PP1/4R1K1 w - -                     ,d7g4 f4g6 g4g5 c8c6 g1h2 e8e5 e1e5 b3a4 h6h8 g8g7   ,   26 ,   321250 ,653.0   ,
2r1r1k1/3Q1p2/7R/4N1p1/P4n2/1q5P/5PP1/4R1K1 w - -                     ,a4a5 f4g6 d7f5 b3e6 f5g5 c8c5 h6h8 g8h8 e5g6 h8g7   ,   26 ,   321250 ,536.0   ,
2r1r1k1/3Q1p2/7R/4N1p1/P4n2/1q5P/5PP1/4R1K1 w - -                     ,g1h2 b3d5 d7g4 d5g2 g4g2 f4g2 h2g2 e8e7 h6a6 c8e8   ,   26 ,   321250 ,525.0   ,
2r1r1k1/3Q1p2/7R/4N1p1/P4n2/1q5P/5PP1/4R1K1 w - -                     ,h6f6 b3d5 d7d5 f4d5 f6f7 g5g4 f7f5 c8c7 h3g4 e8e7   ,   26 ,   321250 ,521.0   ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,f2f3 f7f6 g2g4 g6g5 g4h5 h7h6 h4g5 f6g5 h2g3 h6h5   ,   64 ,   489285 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4b4 f7f6 f2f3 h7h6 h2h3 g6g5 g2g4 g5h4 g4h5 h6h5   ,   64 ,   489285 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4b4 d6d2 h2g3 d2d8 b4b7 h7g8 g3h3 g8f8 b7b3 d8d1   ,   58 ,   570941 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4f4 h7g7 f4b4 g7f8 b4b8 f8e7 g2g3 d6d2 b8b7 e7f8   ,   58 ,   570941 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4a7 h7g7 a7b7 d6d2 f2f3 d2d4 h2g3 d4d3 g3h3 d3d6   ,   58 ,   570941 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,f2f3 f7f6 h2h3 h7h6 a4b4 g6g5 b4b3 h6g6 g2g4 g5h4   ,   53 ,   222273 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,h2g3 f7f6 f2f3 g6g5 a4b4 g5h4 g3h3 h7g6 b4h4 d6d2   ,   53 ,   222273 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4b4 f7f6 f2f3 g6g5 h4g5 f6g5 f3f4 h7g6 f4g5 g6g5   ,   53 ,   222273 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,h2h3 f7f6 f2f3 h7h6 a4b4 g6g5 b4b3 h6g6 g2g4 g5h4   ,   53 ,   222273 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4b4 d6d1 g2g3 h7g7 h2g2 g7f6 b4b7 f6e6 b7b6 e6e7   ,   44 ,   123612 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4f4 h7g7 f4b4 d6d1 g2g3 g7f6 b4b6 f6e7 b6b7 e7e6   ,   44 ,   123612 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,g2g3 d6b6 a4f4 h7g7 h2g2 b6b1 f4a4 b1b2 a4a7 b2b4   ,   44 ,   123612 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4a1 d6b6 h2g1 b6b2 g2g3 h7g7 g1g2 b2b4 a1a7 b4b5   ,   44 ,   123612 ,0.0     ,
8/5p1k/3r2p1/7p/R6P/8/5PPK/8 w - -                                    ,a4a7 h7g7 a7b7 d6d2 h2g3 d2d3 g3f4 d3d4 f4g3 d4d3   ,   44 ,   123612 ,0.0     ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,c6d5 b1c3 g8f6 c1f4 b8c6 e2e3 c8f5 d1b3 c6a5 b3a4   ,   51 ,  4339896 ,15.0    ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,c6d5 b1c3 g8f6 c1f4 b8c6 e2e3 c8f5 d1b3 c6a5 b3a4   ,   42 ,  1829421 ,23.0    ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,g8f6 d5c6 b8c6 g1f3 e7e5 d4e5 d8d1 e1d1 f6g4 d1e1   ,   42 ,  1829421 ,46.0    ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,c6d5 b1c3 g8f6 c1f4 b8c6 e2e3 c8f5 d1b3 c6a5 b3a4   ,   37 ,   968005 ,20.0    ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,g8f6 d5c6 b8c6 g1f3 e7e5 d4e5 d8d1 e1d1 f6g4 d1e1   ,   37 ,   968005 ,55.0    ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,d8d5 b1c3 d5a5 e2e4 g8f6 f1d3 g7g6 g1f3 c8g4 h2h3   ,   37 ,   968005 ,150.0   ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,a7a6 d5c6 b8c6 g1f3 g8f6 b1c3 e7e5 d4d5 c6e7 e2e4   ,   37 ,   968005 ,153.0   ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,d8a5 c1d2 a5d5 g1f3 g8f6 b1c3 d5d8 e2e4 c8g4 d1b3   ,   37 ,   968005 ,163.0   ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,c6d5 c1f4 g8f6 e2e3 b8c6 b1c3 c8g4 g1f3 a7a6 h2h3   ,   25 ,   102965 ,19.0    ,
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -              ,g8f6 d5c6 b8c6 g1f3 e7e5 f3e5 f8b4 b1c3 c6e5 d4e5   ,   25 ,   102965 ,64.0    ,
